         720803083 function calls (720535748 primitive calls) in 861.463 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1  273.179  273.179  861.466  861.466 c:\Users\vista\Downloads\Ramsey-main\Ramsey-main\book_c1toc6_multi_cProfile.py:97(calculate_A)
134217728   79.667    0.000  289.727    0.000 <__array_function__ internals>:177(concatenate)
134222006  199.666    0.000  199.666    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
 36448656  151.329    0.000  151.329    0.000 c:\Users\vista\Downloads\Ramsey-main\Ramsey-main\book_c1toc6_multi_cProfile.py:8(set_indices)
 69273666   53.686    0.000   71.552    0.000 c:\Users\vista\Downloads\Ramsey-main\Ramsey-main\book_c1toc6_multi_cProfile.py:44(triu_numba)
 34636833   28.774    0.000   38.177    0.000 c:\Users\vista\Downloads\Ramsey-main\Ramsey-main\book_c1toc6_multi_cProfile.py:55(circulant_numba)
138547332   36.763    0.000   36.763    0.000 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\serialize.py:30(_numba_unpickle)
 34636833   23.645    0.000   33.139    0.000 c:\Users\vista\Downloads\Ramsey-main\Ramsey-main\book_c1toc6_multi_cProfile.py:37(integer_to_binary)
134217728   10.398    0.000   10.398    0.000 C:\Users\vista\anaconda3\Lib\site-packages\numpy\core\multiarray.py:152(concatenate)
        4    0.000    0.000    4.362    1.090 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\dispatcher.py:388(_compile_for_args)
     69/4    0.001    0.000    4.253    1.063 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\dispatcher.py:915(compile)
     20/4    0.000    0.000    4.252    1.063 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\dispatcher.py:124(compile)
     20/4    0.000    0.000    4.252    1.063 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\dispatcher.py:131(_compile_cached)
     20/4    0.001    0.000    4.252    1.063 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\dispatcher.py:146(_compile_core)
     20/4    0.000    0.000    4.251    1.063 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\compiler.py:736(compile_extra)
 1051/353    0.003    0.000    3.887    0.011 C:\Users\vista\anaconda3\Lib\site-packages\numba\core\compiler_lock.py:32(_acquire_compile_lock)
