Result 1 B3:
Index, Spine, Page
495, (5, 7), (0, 2, 13)
496, (5, 7), (0, 2, 13)
497, (5, 7), (0, 2, 13)
498, (5, 7), (0, 2, 13)
499, (5, 7), (0, 2, 13)
500, (5, 7), (0, 2, 13)
501, (5, 7), (0, 2, 13)
502, (5, 7), (0, 2, 13)
503, (5, 7), (0, 2, 13)
504, (5, 7), (0, 2, 13)
505, (5, 7), (0, 2, 13)
506, (5, 7), (0, 2, 13)
507, (5, 7), (0, 2, 13)
508, (5, 7), (0, 2, 13)
509, (5, 7), (0, 2, 13)
510, (5, 7), (0, 2, 13)
511, (5, 7), (0, 2, 13)
516, (3, 10), (1, 4, 13)
517, (3, 10), (1, 4, 13)
518, (3, 10), (1, 4, 13)
519, (3, 10), (1, 4, 13)
524, (3, 10), (1, 4, 13)
525, (3, 10), (1, 4, 13)
526, (3, 10), (1, 4, 13)
527, (3, 10), (1, 4, 13)
532, (3, 10), (1, 4, 13)
533, (3, 10), (1, 4, 13)
534, (3, 10), (1, 4, 13)
535, (3, 10), (1, 4, 13)
540, (3, 10), (1, 4, 13)
541, (3, 10), (1, 4, 13)
542, (3, 10), (1, 4, 13)
543, (3, 10), (1, 4, 13)
548, (3, 10), (1, 4, 13)
549, (3, 10), (1, 4, 13)
550, (3, 10), (1, 4, 13)
551, (3, 10), (1, 4, 13)
552, (7, 9), (0, 4, 13)
553, (7, 9), (0, 4, 13)
554, (7, 9), (0, 4, 13)
555, (7, 9), (0, 4, 13)
556, (7, 9), (0, 4, 13)
557, (7, 9), (0, 4, 13)
558, (7, 9), (0, 4, 13)
559, (7, 9), (0, 4, 13)
560, (7, 8), (2, 4, 13)
561, (7, 8), (2, 4, 13)
562, (7, 8), (2, 4, 13)
563, (7, 8), (2, 4, 13)
564, (3, 10), (1, 4, 13)
565, (3, 10), (1, 4, 13)
566, (3, 10), (1, 4, 13)
567, (3, 10), (1, 4, 13)
568, (7, 9), (0, 4, 13)
569, (7, 9), (0, 4, 13)
570, (7, 9), (0, 4, 13)
571, (7, 9), (0, 4, 13)
572, (7, 9), (0, 4, 13)
573, (7, 9), (0, 4, 13)
574, (7, 9), (0, 4, 13)
575, (7, 9), (0, 4, 13)
580, (3, 10), (1, 4, 13)
581, (3, 10), (1, 4, 13)
582, (3, 10), (1, 4, 13)
583, (3, 10), (1, 4, 13)
584, (6, 9), (10, 11, 13)
585, (6, 9), (10, 11, 13)
588, (3, 10), (1, 4, 13)
589, (3, 10), (1, 4, 13)
590, (3, 10), (1, 4, 13)
591, (3, 10), (1, 4, 13)
596, (3, 10), (1, 4, 13)
597, (3, 10), (1, 4, 13)
598, (3, 10), (1, 4, 13)
599, (3, 10), (1, 4, 13)
600, (6, 9), (10, 11, 13)
601, (6, 9), (10, 11, 13)
604, (3, 10), (1, 4, 13)
605, (3, 10), (1, 4, 13)
606, (3, 10), (1, 4, 13)
607, (3, 10), (1, 4, 13)
612, (3, 10), (1, 4, 13)
613, (3, 10), (1, 4, 13)
614, (3, 10), (1, 4, 13)
615, (3, 10), (1, 4, 13)
616, (7, 9), (0, 4, 13)
617, (7, 9), (0, 4, 13)
618, (7, 9), (0, 4, 13)
619, (7, 9), (0, 4, 13)
620, (7, 9), (0, 4, 13)
621, (7, 9), (0, 4, 13)
622, (7, 9), (0, 4, 13)
623, (7, 9), (0, 4, 13)
624, (7, 8), (2, 4, 13)
625, (7, 8), (2, 4, 13)
626, (7, 8), (2, 4, 13)
627, (7, 8), (2, 4, 13)
628, (3, 10), (1, 4, 13)
629, (3, 10), (1, 4, 13)
630, (3, 10), (1, 4, 13)
631, (3, 10), (1, 4, 13)
632, (7, 9), (0, 4, 13)
633, (7, 9), (0, 4, 13)
634, (7, 9), (0, 4, 13)
635, (7, 9), (0, 4, 13)
636, (7, 9), (0, 4, 13)
637, (7, 9), (0, 4, 13)
638, (7, 9), (0, 4, 13)
639, (7, 9), (0, 4, 13)
640, (3, 5), (0, 12, 13)
642, (3, 5), (0, 12, 13)
644, (3, 5), (0, 12, 13)
645, (3, 10), (1, 4, 13)
646, (3, 5), (0, 12, 13)
647, (3, 10), (1, 4, 13)
648, (3, 5), (0, 12, 13)
650, (3, 5), (0, 12, 13)
652, (3, 5), (0, 12, 13)
653, (3, 10), (1, 4, 13)
654, (3, 5), (0, 12, 13)
655, (3, 10), (1, 4, 13)
656, (3, 5), (0, 12, 13)
658, (3, 5), (0, 12, 13)
660, (3, 5), (0, 12, 13)
661, (3, 10), (1, 4, 13)
662, (3, 5), (0, 12, 13)
663, (3, 10), (1, 4, 13)
664, (3, 5), (0, 12, 13)
666, (3, 5), (0, 12, 13)
668, (3, 5), (0, 12, 13)
669, (3, 10), (1, 4, 13)
670, (3, 5), (0, 12, 13)
671, (3, 10), (1, 4, 13)
672, (5, 7), (0, 2, 13)
673, (5, 7), (0, 2, 13)
674, (5, 7), (0, 2, 13)
675, (5, 7), (0, 2, 13)
676, (5, 7), (0, 2, 13)
677, (5, 7), (0, 2, 13)
678, (5, 7), (0, 2, 13)
679, (5, 7), (0, 2, 13)
680, (5, 7), (0, 2, 13)
681, (5, 7), (0, 2, 13)
682, (5, 7), (0, 2, 13)
683, (5, 7), (0, 2, 13)
684, (5, 7), (0, 2, 13)
685, (5, 7), (0, 2, 13)
686, (5, 7), (0, 2, 13)
687, (5, 7), (0, 2, 13)
688, (5, 7), (0, 2, 13)
689, (5, 7), (0, 2, 13)
690, (5, 7), (0, 2, 13)
691, (5, 7), (0, 2, 13)
692, (5, 7), (0, 2, 13)
693, (5, 7), (0, 2, 13)
694, (5, 7), (0, 2, 13)
695, (5, 7), (0, 2, 13)
696, (5, 7), (0, 2, 13)
697, (5, 7), (0, 2, 13)
698, (5, 7), (0, 2, 13)
699, (5, 7), (0, 2, 13)
700, (5, 7), (0, 2, 13)
701, (5, 7), (0, 2, 13)
702, (5, 7), (0, 2, 13)
703, (5, 7), (0, 2, 13)
704, (3, 5), (0, 12, 13)
706, (3, 5), (0, 12, 13)
708, (3, 5), (0, 12, 13)
709, (3, 10), (1, 4, 13)
710, (3, 5), (0, 12, 13)
711, (3, 10), (1, 4, 13)
712, (3, 5), (0, 12, 13)
713, (6, 9), (10, 11, 13)
714, (3, 5), (0, 12, 13)
716, (3, 5), (0, 12, 13)
717, (3, 10), (1, 4, 13)
718, (3, 5), (0, 12, 13)
719, (3, 10), (1, 4, 13)
720, (3, 5), (0, 12, 13)
722, (3, 5), (0, 12, 13)
724, (3, 5), (0, 12, 13)
725, (3, 10), (1, 4, 13)
726, (3, 5), (0, 12, 13)
727, (3, 10), (1, 4, 13)
728, (3, 5), (0, 12, 13)
729, (6, 9), (10, 11, 13)
730, (3, 5), (0, 12, 13)
732, (3, 5), (0, 12, 13)
733, (3, 10), (1, 4, 13)
734, (3, 5), (0, 12, 13)
735, (3, 10), (1, 4, 13)
736, (5, 7), (0, 2, 13)
737, (5, 7), (0, 2, 13)
738, (5, 7), (0, 2, 13)
739, (5, 7), (0, 2, 13)
740, (5, 7), (0, 2, 13)
741, (5, 7), (0, 2, 13)
742, (5, 7), (0, 2, 13)
743, (5, 7), (0, 2, 13)
744, (5, 7), (0, 2, 13)
745, (5, 7), (0, 2, 13)
746, (5, 7), (0, 2, 13)
747, (5, 7), (0, 2, 13)
748, (5, 7), (0, 2, 13)
749, (5, 7), (0, 2, 13)
750, (5, 7), (0, 2, 13)
751, (5, 7), (0, 2, 13)
752, (5, 7), (0, 2, 13)
753, (5, 7), (0, 2, 13)
754, (5, 7), (0, 2, 13)
755, (5, 7), (0, 2, 13)
756, (5, 7), (0, 2, 13)
757, (5, 7), (0, 2, 13)
758, (5, 7), (0, 2, 13)
759, (5, 7), (0, 2, 13)
760, (5, 7), (0, 2, 13)
761, (5, 7), (0, 2, 13)
762, (5, 7), (0, 2, 13)
763, (5, 7), (0, 2, 13)
764, (5, 7), (0, 2, 13)
765, (5, 7), (0, 2, 13)
766, (5, 7), (0, 2, 13)
767, (5, 7), (0, 2, 13)
768, (3, 4), (10, 12, 13)
770, (3, 4), (10, 12, 13)
776, (4, 9), (7, 10, 13)
777, (4, 9), (7, 10, 13)
778, (4, 9), (7, 10, 13)
779, (4, 9), (7, 10, 13)
784, (4, 8), (7, 12, 13)
786, (4, 8), (7, 12, 13)
788, (4, 8), (7, 12, 13)
790, (4, 8), (7, 12, 13)
792, (4, 9), (7, 10, 13)
793, (4, 9), (7, 10, 13)
794, (4, 9), (7, 10, 13)
795, (4, 9), (7, 10, 13)
796, (4, 8), (7, 12, 13)
798, (4, 8), (7, 12, 13)
800, (4, 7), (8, 9, 13)
801, (4, 7), (8, 9, 13)
802, (4, 7), (8, 9, 13)
803, (4, 7), (8, 9, 13)
804, (4, 7), (8, 9, 13)
805, (4, 7), (8, 9, 13)
806, (4, 7), (8, 9, 13)
807, (4, 7), (8, 9, 13)
808, (3, 4), (10, 12, 13)
810, (3, 4), (10, 12, 13)
816, (3, 4), (10, 12, 13)
818, (3, 4), (10, 12, 13)
824, (3, 4), (10, 12, 13)
826, (3, 4), (10, 12, 13)
832, (3, 4), (10, 12, 13)
834, (3, 4), (10, 12, 13)
836, (6, 10), (2, 9, 13)
837, (6, 10), (2, 9, 13)
838, (6, 10), (2, 9, 13)
839, (6, 10), (2, 9, 13)
840, (4, 9), (7, 10, 13)
841, (4, 9), (7, 10, 13)
842, (4, 9), (7, 10, 13)
843, (4, 9), (7, 10, 13)
848, (4, 8), (7, 12, 13)
850, (4, 8), (7, 12, 13)
852, (6, 10), (2, 9, 13)
853, (6, 10), (2, 9, 13)
854, (6, 10), (2, 9, 13)
855, (6, 10), (2, 9, 13)
856, (4, 9), (7, 10, 13)
857, (4, 9), (7, 10, 13)
858, (4, 9), (7, 10, 13)
859, (4, 9), (7, 10, 13)
860, (4, 8), (7, 12, 13)
862, (4, 8), (7, 12, 13)
864, (4, 7), (8, 9, 13)
865, (4, 7), (8, 9, 13)
866, (4, 7), (8, 9, 13)
867, (4, 7), (8, 9, 13)
868, (6, 10), (2, 9, 13)
869, (6, 10), (2, 9, 13)
870, (6, 10), (2, 9, 13)
871, (6, 10), (2, 9, 13)
872, (6, 9), (10, 11, 13)
873, (6, 9), (10, 11, 13)
874, (3, 4), (10, 12, 13)
880, (3, 4), (10, 12, 13)
882, (3, 4), (10, 12, 13)
884, (6, 10), (2, 9, 13)
885, (6, 10), (2, 9, 13)
886, (6, 10), (2, 9, 13)
887, (6, 10), (2, 9, 13)
888, (6, 9), (10, 11, 13)
889, (6, 9), (10, 11, 13)
890, (3, 4), (10, 12, 13)
896, (3, 5), (0, 12, 13)
898, (3, 5), (0, 12, 13)
900, (3, 5), (0, 12, 13)
902, (3, 5), (0, 12, 13)
904, (3, 5), (0, 12, 13)
905, (4, 9), (7, 10, 13)
906, (3, 5), (0, 12, 13)
907, (4, 9), (7, 10, 13)
908, (3, 5), (0, 12, 13)
910, (3, 5), (0, 12, 13)
912, (3, 5), (0, 12, 13)
914, (3, 5), (0, 12, 13)
916, (3, 5), (0, 12, 13)
918, (3, 5), (0, 12, 13)
920, (3, 5), (0, 12, 13)
921, (4, 9), (7, 10, 13)
922, (3, 5), (0, 12, 13)
923, (4, 9), (7, 10, 13)
924, (3, 5), (0, 12, 13)
926, (3, 5), (0, 12, 13)
928, (5, 7), (0, 2, 13)
929, (5, 7), (0, 2, 13)
930, (5, 7), (0, 2, 13)
931, (5, 7), (0, 2, 13)
932, (5, 7), (0, 2, 13)
933, (5, 7), (0, 2, 13)
934, (5, 7), (0, 2, 13)
935, (5, 7), (0, 2, 13)
936, (5, 7), (0, 2, 13)
937, (5, 7), (0, 2, 13)
938, (5, 7), (0, 2, 13)
939, (5, 7), (0, 2, 13)
940, (5, 7), (0, 2, 13)
941, (5, 7), (0, 2, 13)
942, (5, 7), (0, 2, 13)
943, (5, 7), (0, 2, 13)
944, (5, 7), (0, 2, 13)
945, (5, 7), (0, 2, 13)
946, (5, 7), (0, 2, 13)
947, (5, 7), (0, 2, 13)
948, (5, 7), (0, 2, 13)
949, (5, 7), (0, 2, 13)
950, (5, 7), (0, 2, 13)
951, (5, 7), (0, 2, 13)
952, (5, 7), (0, 2, 13)
953, (5, 7), (0, 2, 13)
954, (5, 7), (0, 2, 13)
955, (5, 7), (0, 2, 13)
956, (5, 7), (0, 2, 13)
957, (5, 7), (0, 2, 13)
958, (5, 7), (0, 2, 13)
959, (5, 7), (0, 2, 13)
960, (3, 5), (0, 12, 13)
962, (3, 5), (0, 12, 13)
964, (3, 5), (0, 12, 13)
965, (6, 10), (2, 9, 13)
966, (3, 5), (0, 12, 13)
967, (6, 10), (2, 9, 13)
968, (3, 5), (0, 12, 13)
969, (4, 9), (7, 10, 13)
970, (3, 5), (0, 12, 13)
971, (4, 9), (7, 10, 13)
972, (3, 5), (0, 12, 13)
974, (3, 5), (0, 12, 13)
976, (3, 5), (0, 12, 13)
978, (3, 5), (0, 12, 13)
980, (3, 5), (0, 12, 13)
981, (6, 10), (2, 9, 13)
982, (3, 5), (0, 12, 13)
983, (6, 10), (2, 9, 13)
984, (3, 5), (0, 12, 13)
985, (4, 9), (7, 10, 13)
986, (3, 5), (0, 12, 13)
987, (4, 9), (7, 10, 13)
988, (3, 5), (0, 12, 13)
990, (3, 5), (0, 12, 13)
992, (5, 7), (0, 2, 13)
993, (5, 7), (0, 2, 13)
994, (5, 7), (0, 2, 13)
995, (5, 7), (0, 2, 13)
996, (5, 7), (0, 2, 13)
997, (5, 7), (0, 2, 13)
998, (5, 7), (0, 2, 13)
999, (5, 7), (0, 2, 13)
1000, (5, 7), (0, 2, 13)
1001, (5, 7), (0, 2, 13)
1002, (5, 7), (0, 2, 13)
1003, (5, 7), (0, 2, 13)
1004, (5, 7), (0, 2, 13)
1005, (5, 7), (0, 2, 13)
1006, (5, 7), (0, 2, 13)
1007, (5, 7), (0, 2, 13)
1008, (5, 7), (0, 2, 13)
1009, (5, 7), (0, 2, 13)
1010, (5, 7), (0, 2, 13)
1011, (5, 7), (0, 2, 13)
1012, (5, 7), (0, 2, 13)
1013, (5, 7), (0, 2, 13)
1014, (5, 7), (0, 2, 13)
1015, (5, 7), (0, 2, 13)
1016, (5, 7), (0, 2, 13)
1017, (5, 7), (0, 2, 13)
1018, (5, 7), (0, 2, 13)
1019, (5, 7), (0, 2, 13)
1020, (5, 7), (0, 2, 13)
1021, (5, 7), (0, 2, 13)
1022, (5, 7), (0, 2, 13)
1023, (5, 7), (0, 2, 13)
1028, (2, 10), (1, 6, 13)
1029, (2, 10), (1, 6, 13)
1030, (2, 10), (1, 6, 13)
1031, (2, 10), (1, 6, 13)
1036, (2, 10), (1, 6, 13)
1037, (2, 10), (1, 6, 13)
1038, (2, 10), (1, 6, 13)
1039, (2, 10), (1, 6, 13)
1040, (2, 8), (1, 7, 13)
1041, (2, 8), (1, 7, 13)
1042, (2, 8), (1, 7, 13)
1043, (2, 8), (1, 7, 13)
1044, (2, 10), (1, 6, 13)
1045, (2, 10), (1, 6, 13)
1046, (2, 10), (1, 6, 13)
1047, (2, 10), (1, 6, 13)
1048, (2, 8), (1, 7, 13)
1049, (2, 8), (1, 7, 13)
1050, (2, 8), (1, 7, 13)
1051, (2, 8), (1, 7, 13)
1052, (2, 10), (1, 6, 13)
1053, (2, 10), (1, 6, 13)
1054, (2, 10), (1, 6, 13)
1055, (2, 10), (1, 6, 13)
1056, (2, 7), (5, 8, 13)
1057, (2, 7), (5, 8, 13)
1058, (2, 7), (5, 8, 13)
1059, (2, 7), (5, 8, 13)
1060, (2, 10), (1, 6, 13)
1061, (2, 10), (1, 6, 13)
1062, (2, 10), (1, 6, 13)
1063, (2, 10), (1, 6, 13)
1064, (7, 9), (0, 4, 13)
1065, (7, 9), (0, 4, 13)
1066, (7, 9), (0, 4, 13)
1067, (7, 9), (0, 4, 13)
1068, (7, 9), (0, 4, 13)
1069, (7, 9), (0, 4, 13)
1070, (7, 9), (0, 4, 13)
1071, (7, 9), (0, 4, 13)
1076, (2, 10), (1, 6, 13)
1077, (2, 10), (1, 6, 13)
