Result 1 B4:
Index, Spine, Page
40, (11, 13), (0, 14, 16, 17)
42, (11, 13), (0, 14, 16, 17)
48, (11, 12), (3, 9, 16, 17)
50, (11, 12), (3, 9, 16, 17)
52, (11, 12), (3, 9, 16, 17)
54, (11, 12), (3, 9, 16, 17)
56, (11, 13), (0, 14, 16, 17)
58, (11, 13), (0, 14, 16, 17)
60, (11, 12), (3, 9, 16, 17)
62, (11, 12), (3, 9, 16, 17)
104, (11, 13), (0, 14, 16, 17)
106, (11, 13), (0, 14, 16, 17)
112, (11, 12), (3, 9, 16, 17)
114, (11, 12), (3, 9, 16, 17)
116, (11, 12), (3, 9, 16, 17)
118, (11, 12), (3, 9, 16, 17)
120, (11, 13), (0, 14, 16, 17)
122, (11, 13), (0, 14, 16, 17)
124, (11, 12), (3, 9, 16, 17)
126, (11, 12), (3, 9, 16, 17)
144, (9, 12), (2, 7, 11, 17)
145, (9, 12), (2, 7, 11, 17)
146, (9, 12), (2, 7, 11, 17)
147, (9, 12), (2, 7, 11, 17)
148, (9, 12), (2, 7, 11, 17)
149, (9, 12), (2, 7, 11, 17)
150, (9, 12), (2, 7, 11, 17)
151, (9, 12), (2, 7, 11, 17)
152, (9, 12), (2, 7, 11, 17)
153, (9, 12), (2, 7, 11, 17)
154, (9, 12), (2, 7, 11, 17)
155, (9, 12), (2, 7, 11, 17)
156, (9, 12), (2, 7, 11, 17)
157, (9, 12), (2, 7, 11, 17)
158, (9, 12), (2, 7, 11, 17)
159, (9, 12), (2, 7, 11, 17)
160, (9, 11), (0, 12, 14, 17)
161, (9, 11), (0, 12, 14, 17)
162, (9, 11), (0, 12, 14, 17)
163, (9, 11), (0, 12, 14, 17)
168, (9, 11), (0, 12, 14, 17)
169, (9, 11), (0, 12, 14, 17)
170, (9, 11), (0, 12, 14, 17)
171, (9, 11), (0, 12, 14, 17)
184, (11, 13), (0, 14, 16, 17)
186, (11, 13), (0, 14, 16, 17)
192, (9, 10), (1, 7, 14, 17)
193, (9, 10), (1, 7, 14, 17)
194, (9, 10), (1, 7, 14, 17)
195, (9, 10), (1, 7, 14, 17)
200, (9, 10), (1, 7, 14, 17)
201, (9, 10), (1, 7, 14, 17)
202, (9, 10), (1, 7, 14, 17)
203, (9, 10), (1, 7, 14, 17)
208, (9, 10), (1, 7, 14, 17)
209, (9, 10), (1, 7, 14, 17)
210, (9, 10), (1, 7, 14, 17)
211, (9, 10), (1, 7, 14, 17)
212, (9, 12), (2, 7, 11, 17)
213, (9, 12), (2, 7, 11, 17)
214, (9, 12), (2, 7, 11, 17)
215, (9, 12), (2, 7, 11, 17)
216, (9, 10), (1, 7, 14, 17)
217, (9, 10), (1, 7, 14, 17)
218, (9, 10), (1, 7, 14, 17)
219, (9, 10), (1, 7, 14, 17)
220, (9, 12), (2, 7, 11, 17)
221, (9, 12), (2, 7, 11, 17)
222, (9, 12), (2, 7, 11, 17)
223, (9, 12), (2, 7, 11, 17)
224, (9, 11), (0, 12, 14, 17)
225, (9, 11), (0, 12, 14, 17)
226, (9, 11), (0, 12, 14, 17)
227, (9, 11), (0, 12, 14, 17)
232, (9, 11), (0, 12, 14, 17)
233, (9, 11), (0, 12, 14, 17)
234, (9, 11), (0, 12, 14, 17)
235, (9, 11), (0, 12, 14, 17)
240, (9, 10), (1, 7, 14, 17)
241, (9, 10), (1, 7, 14, 17)
242, (9, 10), (1, 7, 14, 17)
243, (9, 10), (1, 7, 14, 17)
248, (11, 13), (0, 14, 16, 17)
249, (9, 10), (1, 7, 14, 17)
250, (11, 13), (0, 14, 16, 17)
251, (9, 10), (1, 7, 14, 17)
272, (8, 12), (2, 3, 7, 17)
273, (8, 12), (2, 3, 7, 17)
274, (8, 12), (2, 3, 7, 17)
275, (8, 12), (2, 3, 7, 17)
276, (8, 12), (2, 3, 7, 17)
277, (8, 12), (2, 3, 7, 17)
278, (8, 12), (2, 3, 7, 17)
279, (8, 12), (2, 3, 7, 17)
280, (8, 12), (2, 3, 7, 17)
281, (8, 12), (2, 3, 7, 17)
282, (8, 12), (2, 3, 7, 17)
283, (8, 12), (2, 3, 7, 17)
284, (8, 12), (2, 3, 7, 17)
285, (8, 12), (2, 3, 7, 17)
286, (8, 12), (2, 3, 7, 17)
287, (8, 12), (2, 3, 7, 17)
296, (11, 13), (0, 14, 16, 17)
298, (11, 13), (0, 14, 16, 17)
304, (8, 12), (2, 3, 7, 17)
305, (8, 12), (2, 3, 7, 17)
306, (8, 12), (2, 3, 7, 17)
307, (8, 12), (2, 3, 7, 17)
308, (8, 12), (2, 3, 7, 17)
309, (8, 12), (2, 3, 7, 17)
310, (8, 12), (2, 3, 7, 17)
311, (8, 12), (2, 3, 7, 17)
312, (11, 13), (0, 14, 16, 17)
313, (8, 12), (2, 3, 7, 17)
314, (11, 13), (0, 14, 16, 17)
315, (8, 12), (2, 3, 7, 17)
316, (8, 12), (2, 3, 7, 17)
317, (8, 12), (2, 3, 7, 17)
318, (8, 12), (2, 3, 7, 17)
319, (8, 12), (2, 3, 7, 17)
336, (8, 12), (2, 3, 7, 17)
337, (8, 12), (2, 3, 7, 17)
338, (8, 12), (2, 3, 7, 17)
339, (8, 12), (2, 3, 7, 17)
340, (8, 12), (2, 3, 7, 17)
341, (8, 12), (2, 3, 7, 17)
342, (8, 12), (2, 3, 7, 17)
